"twitter_id","author_id","gender","age_range","ideological_binary","ideological_multiclass","split_author_profiling","split_author_attribution","source"
"1221749094697308161","@user263","female","35-49","left","left","train","train","twitter"
"1318790837879406594","@user63","female","50-64","right","right","val","nan","twitter"
"1260843848860872704","@user169","male","50-64","right","right","train","train","twitter"
"1277959685363175424","@user183","female","35-49","right","moderate_right","nan","val","twitter"
"1268099585186160640","@user160","male","50-64","right","moderate_right","train","train","twitter"
"1308648184030392320","@user259","male","over-65","left","left","nan","val","twitter"
"1331276286157840388","@user136","male","35-49","left","left","nan","val","twitter"
"1236941929029525504","@user125","female","35-49","left","moderate_left","val","nan","twitter"
"1275127783082143744","@user84","male","50-64","left","moderate_left","train","train","twitter"
"1267837638360403969","@user246","male","35-49","left","left","train","train","twitter"
"1327580695108198401","@user221","male","35-49","right","right","nan","test","twitter"
"1281290002496970759","@user207","male","50-64","left","moderate_left","test","nan","twitter"
"1220413676672385024","@user186","female","50-64","right","right","train","train","twitter"
"1240948035917578240","@user82","female","35-49","right","moderate_right","train","train","twitter"
"1330628870693920770","@user36","female","50-64","right","moderate_right","nan","val","twitter"
"1248202066834657280","@user96","male","25-34","left","moderate_left","val","nan","twitter"
"1252984328272908290","@user11","female","35-49","right","moderate_right","train","train","twitter"
"1287008410647625728","@user15","male","35-49","left","left","nan","test","twitter"
"1246085813043159040","@user138","male","50-64","left","moderate_left","train","train","twitter"
"1251569982032547845","@user102","female","25-34","right","right","train","train","twitter"
"1241776236801687552","@user221","male","35-49","right","right","train","train","twitter"
"1305758953645789184","@user72","male","35-49","left","left","val","nan","twitter"
"1320637769442578432","@user136","male","35-49","left","left","nan","test","twitter"
"1275767082433552384","@user79","female","25-34","left","left","train","train","twitter"
"1246751152718389248","@user83","male","25-34","right","moderate_right","train","train","twitter"
"1270765542748622848","@user36","female","50-64","right","moderate_right","train","train","twitter"
"1232034280995508224","@user17","male","35-49","left","moderate_left","train","train","twitter"
"1213020234979971077","@user185","male","35-49","right","moderate_right","train","train","twitter"
"1254476188535398400","@user110","male","50-64","right","right","train","train","twitter"
"1254074770984972288","@user235","female","50-64","right","moderate_right","test","nan","twitter"
"1324724535225102336","@user256","female","50-64","right","moderate_right","nan","val","twitter"
"1216735968255971334","@user206","female","35-49","left","left","val","nan","twitter"
"1242952368049795080","@user145","female","35-49","left","moderate_left","val","nan","twitter"
"1283288439807447041","@user34","female","35-49","right","moderate_right","train","train","twitter"
"1308851685607997441","@user84","male","50-64","left","moderate_left","nan","test","twitter"
"1248919702153412609","@user179","female","35-49","left","moderate_left","test","nan","twitter"
"1275432862574088193","@user9","female","25-34","left","left","nan","val","twitter"
"1319603736789045255","@user118","male","35-49","right","moderate_right","nan","test","twitter"
"1306695196411863046","@user37","male","35-49","left","left","train","train","twitter"
"1277962074887315457","@user205","male","50-64","right","right","val","nan","twitter"
"1247887420617420803","@user84","male","50-64","left","moderate_left","train","train","twitter"
"1267509780983287810","@user86","female","25-34","left","left","test","nan","twitter"
"1286563325548146688","@user33","female","50-64","left","left","nan","test","twitter"
"1304348562550030336","@user104","female","50-64","left","left","val","nan","twitter"
"1281145819069132801","@user34","female","35-49","right","moderate_right","train","train","twitter"
"1244325456654086144","@user60","male","35-49","right","moderate_right","train","train","twitter"
"1243171559768031238","@user75","female","25-34","left","left","train","train","twitter"
"1232780328084942850","@user111","female","50-64","left","moderate_left","val","nan","twitter"
"1321472356385202178","@user148","male","50-64","left","moderate_left","nan","val","twitter"
"1282607220769923073","@user157","male","35-49","right","moderate_right","nan","test","twitter"
"1303635315123523584","@user92","female","50-64","right","moderate_right","test","nan","twitter"
"1290242343707107330","@user150","male","35-49","right","right","nan","test","twitter"
"1309462164525244417","@user1","male","50-64","right","moderate_right","nan","val","twitter"
"1319202492064858115","@user102","female","25-34","right","right","nan","val","twitter"
"1213462284489629701","@user130","male","35-49","right","moderate_right","train","train","twitter"
"1274231054824546305","@user212","male","35-49","left","moderate_left","val","nan","twitter"
"1269395057322397697","@user189","male","over-65","right","right","train","train","twitter"
"1223287870699589632","@user9","female","25-34","left","left","train","train","twitter"
"1217731655546417152","@user199","female","35-49","right","moderate_right","train","train","twitter"
"1256920144430927876","@user154","male","35-49","right","moderate_right","val","nan","twitter"
"1250822204520087552","@user197","male","50-64","left","left","train","train","twitter"
"1246453318098079745","@user118","male","35-49","right","moderate_right","train","train","twitter"
"1230227595389743104","@user231","female","35-49","left","moderate_left","test","nan","twitter"
"1215340224810815488","@user134","female","35-49","left","moderate_left","train","train","twitter"
"1319226450797596675","@user244","female","35-49","left","moderate_left","val","nan","twitter"
"1327251427769655302","@user224","female","35-49","right","right","nan","val","twitter"
"1303609370475933698","@user92","female","50-64","right","moderate_right","test","nan","twitter"
"1232260098963230720","@user65","female","35-49","left","moderate_left","test","nan","twitter"
"1238937215234957312","@user91","male","35-49","left","left","train","train","twitter"
"1239845590588153858","@user20","female","50-64","right","moderate_right","val","nan","twitter"
"1321793477508845568","@user88","male","25-34","left","left","nan","val","twitter"
"1288379077104148480","@user126","male","25-34","left","moderate_left","nan","test","twitter"
"1217731098479906816","@user207","male","50-64","left","moderate_left","test","nan","twitter"
"1246817731573415938","@user235","female","50-64","right","moderate_right","test","nan","twitter"
"1272621271805825028","@user18","male","50-64","left","left","train","train","twitter"
"1310527162563407874","@user30","male","50-64","right","moderate_right","nan","val","twitter"
"1224662690242727937","@user163","male","25-34","left","moderate_left","train","train","twitter"
"1275354367361679362","@user200","female","50-64","left","moderate_left","test","nan","twitter"
"1244311483380633600","@user263","female","35-49","left","left","train","train","twitter"
"1278404583992233984","@user136","male","35-49","left","left","train","train","twitter"
"1324070328981741571","@user136","male","35-49","left","left","nan","test","twitter"
"1322286562785243138","@user61","female","50-64","left","left","val","nan","twitter"
"1265536775486914569","@user156","female","35-49","left","moderate_left","train","train","twitter"
"1301565757055262728","@user239","male","25-34","left","left","nan","test","twitter"
"1237828499920093187","@user223","female","50-64","right","moderate_right","train","train","twitter"
"1245829877560942592","@user139","female","35-49","left","left","test","nan","twitter"
"1331271201205915658","@user157","male","35-49","right","moderate_right","nan","test","twitter"
"1299260694714609664","@user42","female","over-65","left","left","nan","test","twitter"
